1.000000000000000000e+00 8.830637764154659897e-02 1.331349386530351724e-02 2.848394179214604471e-01 5.800273967335050490e-02 1.329061570929049585e-01 4.814325727556274526e-01 5.385610798302792324e-01 5.118283479840418648e-01 5.776209898852211477e-01 5.015244152028903724e-01 5.465593003528765870e-01 1.314239578310867795e+00 1.457513036562211317e+00 9.048507977743590613e-01 2.257913829248375137e+00 1.304017669938311919e+00 1.691769418888493082e+00
2.000000000000000000e+00 4.607250416541491256e-01 2.187075979783003332e-01 8.654851899633705381e-01 3.849351132643296092e-01 5.700773274763095699e-01 7.634513048887311415e-01 9.574004520939182195e-01 9.082813777474063599e-01 1.028639477321139140e+00 8.885971597262438681e-01 9.716681593477249912e-01 1.432663685409863996e+00 1.600643035759968136e+00 8.646604508396689148e-01 2.717417315250377996e+00 1.403299386031473084e+00 1.938855109779552777e+00
3.000000000000000000e+00 4.662569685793035990e-01 3.382825693472340522e-01 7.508633820462791153e-01 4.510943912627824459e-01 5.655627917821668404e-01 1.085127836989843303e-01 1.042058140094924285e-01 9.206683126225295721e-02 1.265866456874810697e-01 8.747830259017132237e-02 1.093712909194588245e-01 5.021885302045685506e-01 1.221540025894873649e+00 6.228402449406295061e-01 2.384346869959285353e+00 1.067336121907693780e+00 1.564128281628681894e+00
4.000000000000000000e+00 1.826163761426435606e-01 9.290006257101297849e-02 4.391158623125233640e-01 1.731034151161996715e-01 2.712940429341132997e-01 4.271755399923336111e-02 3.518417589833791603e-02 2.507237169637368049e-02 5.479145588330272543e-02 2.121476784301265170e-02 3.943631748558060895e-02 4.926091970852614077e-01 6.644773860934248821e-01 4.093504576757200364e-01 1.382984796138365446e+00 6.403762533227660425e-01 9.075639610952626057e-01
5.000000000000000000e+00 3.155217714381555738e-01 1.794752531753616154e-01 6.243492051670288534e-01 2.943487927821358263e-01 4.210174026640736145e-01 2.612675677511885203e-02 2.901111281295271419e-02 2.474722534627987053e-02 4.039016885001699142e-02 2.293025597242307617e-02 3.199864371310458949e-02 3.152853643204701628e-01 9.548772464669361693e-01 6.068226039434297947e-01 1.761918492293393923e+00 9.192459331863149785e-01 1.246226298443907421e+00
6.000000000000000000e+00 3.263447866881307724e-01 2.294598848765136145e-01 5.683984160585648926e-01 3.239249863668618445e-01 4.187989398377924832e-01 9.582272975293347136e-03 1.433190820059804423e-02 1.017276360764436498e-02 2.516796373861305419e-02 8.533534741157649747e-03 1.700744173955603955e-02 6.054217550099704193e-01 8.380399400949111177e-01 5.708020057562233074e-01 1.567868435158271678e+00 8.415807743101659799e-01 1.119882832831765374e+00
7.000000000000000000e+00 1.092217430260354893e-01 6.120525905690719914e-02 3.157843711456343461e-01 1.175174394672723610e-01 1.875932269672722086e-01 8.356737620083031295e-03 6.532717789286154181e-03 5.107532912255922410e-03 1.175321794284531207e-02 4.447816565799712907e-03 8.158102340563196109e-03 3.609616499626683295e-01 3.191132358383125811e-01 1.531716857191018355e-01 1.059660421436636080e+00 3.307243552343829829e-01 5.790424062163738173e-01
8.000000000000000000e+00 2.191400741424666399e-01 1.497555586915322035e-01 4.448858552902064667e-01 2.269265248541481872e-01 3.104680488730240384e-01 7.306207793810842906e-03 1.324558883487775632e-02 1.137192027027025994e-02 1.797910321239554882e-02 1.040195342775889972e-02 1.462595134942430534e-02 2.909420164938138487e-01 5.163206057226581436e-01 3.093157915863657959e-01 1.148228131660500084e+00 5.260769559814640894e-01 7.638783270295770311e-01
9.000000000000000000e+00 9.359064207971275196e-02 5.758238560772927644e-02 2.776268062296297634e-01 1.056966465621100859e-01 1.673534544837793070e-01 2.333113956952375355e-03 1.662825239102404924e-12 6.582190722349211133e-11 7.621163491184156183e-07 4.337484757598088648e-11 7.763059760601594850e-10 4.202772221284005183e-01 3.739377748760538411e-01 2.527621875880125546e-01 8.734602478361133127e-01 4.119431361417994486e-01 5.880684891553794591e-01
1.000000000000000000e+01 1.145628238592824727e-01 7.140103279363159416e-02 2.972704395846621495e-01 1.257752249752752682e-01 1.905327988510717718e-01 2.136715186241968864e-03 1.769641358288285813e-12 1.897210943543962891e-11 2.711669865606787267e-07 2.333940585426024333e-11 5.148621282765248312e-10 3.356946601082344550e-01 3.236709173772419623e-01 2.057668818314356274e-01 8.242647638084468209e-01 3.564850487550400571e-01 5.302451858203989232e-01
